Day,08:00,持續時間,09:00,持續時間,10:00,持續時間,11:00,持續時間,12:00,持續時間,13:00,持續時間,14:00,持續時間,15:00,持續時間,16:00,持續時間,17:00,持續時間,18:00,持續時間,19:00,持續時間,20:00,持續時間,21:00,持續時間,22:00,持續時間,23:00,持續時間,00:00,持續時間,01:00,持續時間,02:00,持續時間,03:00,持續時間,04:00,持續時間,05:00,持續時間,06:00,持續時間,07:00,持續時間
第61天,起床,38,刷牙,120,上廁所,120,吃飯,3600,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,2000,上廁所,120,休閒活動,3230,休閒活動,3600,上廁所,120,吃飯,600,休閒活動,3600,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第62天,起床,50,刷牙,200,上廁所,200,吃飯,600,休閒活動,2000,吃飯,2000,休閒活動,2345,休閒活動,3100,上廁所,200,休閒活動,2800,休閒活動,3100,上廁所,200,吃飯,600,休閒活動,3100,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第63天,起床,65,刷牙,906,上廁所,906,吃飯,3638,休閒活動,3100,吃飯,3100,休閒活動,2356,休閒活動,3523,上廁所,906,休閒活動,3523,休閒活動,3230,上廁所,906,吃飯,600,休閒活動,3230,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第64天,起床,67,刷牙,350,上廁所,350,吃飯,3655,休閒活動,2134,吃飯,2134,休閒活動,3523,休閒活動,3600,上廁所,350,休閒活動,3600,休閒活動,2800,上廁所,350,吃飯,600,休閒活動,2800,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第65天,起床,50,刷牙,270,上廁所,270,吃飯,3487,休閒活動,2345,吃飯,2345,休閒活動,3600,休閒活動,3100,上廁所,270,休閒活動,3100,休閒活動,2000,上廁所,270,吃飯,600,休閒活動,2000,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第66天,起床,30,刷牙,120,上廁所,120,吃飯,2657,休閒活動,2356,吃飯,2356,休閒活動,3100,休閒活動,3230,上廁所,120,休閒活動,3230,休閒活動,3100,上廁所,120,吃飯,600,休閒活動,3100,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第67天,起床,35,刷牙,200,上廁所,200,吃飯,3655,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,2800,上廁所,200,休閒活動,2800,休閒活動,3523,上廁所,200,吃飯,600,休閒活動,3523,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第68天,起床,32,刷牙,900,上廁所,900,吃飯,2467,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,3523,上廁所,900,休閒活動,2000,休閒活動,3600,上廁所,900,吃飯,600,休閒活動,3600,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第69天,起床,31,刷牙,350,上廁所,350,吃飯,2300,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,3600,上廁所,350,休閒活動,3100,休閒活動,3100,上廁所,350,吃飯,600,休閒活動,3100,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第70天,起床,40,刷牙,120,上廁所,120,吃飯,3638,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,3100,上廁所,120,休閒活動,2134,休閒活動,3230,上廁所,120,吃飯,600,休閒活動,3230,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第71天,起床,60,刷牙,131,上廁所,131,吃飯,3655,休閒活動,2800,吃飯,2800,休閒活動,3523,休閒活動,3230,上廁所,131,休閒活動,2345,休閒活動,2800,上廁所,131,吃飯,600,休閒活動,2800,休閒活動,2345,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第72天,起床,30,刷牙,120,上廁所,120,吃飯,3487,休閒活動,2000,吃飯,2000,休閒活動,3600,休閒活動,2800,上廁所,120,休閒活動,2356,休閒活動,3523,上廁所,120,吃飯,600,休閒活動,3523,休閒活動,2356,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第73天,起床,36,刷牙,200,上廁所,200,吃飯,2657,休閒活動,3100,吃飯,3100,休閒活動,3100,休閒活動,2000,上廁所,200,休閒活動,3523,休閒活動,3600,上廁所,200,吃飯,600,休閒活動,3600,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第74天,起床,38,刷牙,900,上廁所,900,吃飯,3655,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3100,上廁所,900,休閒活動,3600,休閒活動,3100,上廁所,900,吃飯,600,休閒活動,3100,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第75天,起床,50,刷牙,350,上廁所,350,吃飯,2467,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,2134,上廁所,350,休閒活動,3100,休閒活動,3230,上廁所,350,吃飯,600,休閒活動,3230,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第76天,起床,65,刷牙,270,上廁所,270,吃飯,2300,休閒活動,3100,吃飯,3100,休閒活動,3523,休閒活動,2345,上廁所,270,休閒活動,3230,休閒活動,2800,上廁所,270,吃飯,600,休閒活動,2800,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第77天,起床,67,刷牙,120,上廁所,120,吃飯,3600,休閒活動,3230,吃飯,3230,休閒活動,3600,休閒活動,2356,上廁所,120,休閒活動,2800,休閒活動,2000,上廁所,120,吃飯,600,休閒活動,2000,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第78天,起床,50,刷牙,120,上廁所,120,吃飯,3638,休閒活動,2800,吃飯,2800,休閒活動,3100,休閒活動,3523,上廁所,120,休閒活動,2000,休閒活動,3100,上廁所,120,吃飯,600,休閒活動,3100,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第79天,起床,30,刷牙,131,上廁所,131,吃飯,3655,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3600,上廁所,131,休閒活動,3100,休閒活動,2134,上廁所,131,吃飯,600,休閒活動,2134,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第80天,起床,35,刷牙,120,上廁所,120,吃飯,3487,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,3100,上廁所,120,休閒活動,3523,休閒活動,2345,上廁所,120,吃飯,600,休閒活動,2345,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第81天,起床,32,刷牙,200,上廁所,200,吃飯,2657,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,3230,上廁所,200,休閒活動,3600,休閒活動,2356,上廁所,200,吃飯,600,休閒活動,2356,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第82天,起床,31,刷牙,900,上廁所,900,吃飯,3655,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,2800,上廁所,900,休閒活動,3100,休閒活動,3523,上廁所,900,吃飯,600,休閒活動,3523,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第83天,起床,40,刷牙,350,上廁所,350,吃飯,2467,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,2000,上廁所,350,休閒活動,3230,休閒活動,3600,上廁所,350,吃飯,600,休閒活動,3600,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第84天,起床,60,刷牙,270,上廁所,270,吃飯,2300,休閒活動,2000,吃飯,2000,休閒活動,2345,休閒活動,3100,上廁所,270,休閒活動,2800,休閒活動,3100,上廁所,270,吃飯,600,休閒活動,3100,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第85天,起床,30,刷牙,120,上廁所,120,吃飯,3638,休閒活動,3100,吃飯,3100,休閒活動,2356,休閒活動,3523,上廁所,120,休閒活動,2000,休閒活動,3230,上廁所,120,吃飯,600,休閒活動,3230,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第86天,起床,36,刷牙,120,上廁所,120,吃飯,3655,休閒活動,2134,吃飯,2134,休閒活動,3523,休閒活動,3600,上廁所,120,休閒活動,3100,休閒活動,2800,上廁所,120,吃飯,600,休閒活動,2800,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第87天,起床,38,刷牙,131,上廁所,131,吃飯,3487,休閒活動,2345,吃飯,2345,休閒活動,3600,休閒活動,3100,上廁所,131,休閒活動,2134,休閒活動,2000,上廁所,131,吃飯,600,休閒活動,2000,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第88天,起床,50,刷牙,120,上廁所,120,吃飯,2657,休閒活動,2356,吃飯,2356,休閒活動,3100,休閒活動,3230,上廁所,120,休閒活動,3523,休閒活動,3100,上廁所,120,吃飯,600,休閒活動,3100,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第89天,起床,65,刷牙,200,上廁所,200,吃飯,3655,吃飯,3523,吃飯,3523,休閒活動,3230,吃飯,2800,吃飯,200,吃飯,3600,休閒活動,3523,上廁所,200,吃飯,600,休閒活動,3523,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第90天,起床,67,刷牙,900,上廁所,900,吃飯,2467,吃飯,3600,吃飯,3600,休閒活動,2800,吃飯,2000,吃飯,900,吃飯,3100,休閒活動,3600,上廁所,900,吃飯,600,休閒活動,3600,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第91天,起床,50,刷牙,350,上廁所,350,吃飯,2300,吃飯,3100,吃飯,3100,休閒活動,2000,吃飯,3100,吃飯,350,吃飯,3230,休閒活動,3100,上廁所,350,吃飯,600,休閒活動,3100,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第92天,起床,30,刷牙,270,上廁所,270,吃飯,3600,吃飯,3230,吃飯,3230,休閒活動,3100,吃飯,2134,吃飯,270,吃飯,2800,休閒活動,3230,上廁所,270,吃飯,600,休閒活動,3230,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第93天,起床,35,刷牙,120,上廁所,120,吃飯,600,吃飯,2800,吃飯,2800,休閒活動,3523,吃飯,3523,吃飯,120,吃飯,2000,休閒活動,2800,上廁所,120,吃飯,600,休閒活動,2800,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第94天,起床,32,刷牙,120,上廁所,120,吃飯,3638,吃飯,2000,吃飯,2000,休閒活動,3600,吃飯,3600,吃飯,120,吃飯,3100,休閒活動,2000,上廁所,120,吃飯,600,休閒活動,2000,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第95天,起床,31,刷牙,121,上廁所,121,吃飯,3655,休閒活動,3100,吃飯,3100,休閒活動,3100,休閒活動,3100,上廁所,121,休閒活動,2134,休閒活動,3100,上廁所,121,吃飯,600,休閒活動,3100,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第96天,起床,40,刷牙,126,上廁所,126,吃飯,3487,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3230,上廁所,126,休閒活動,2345,休閒活動,2134,上廁所,126,吃飯,600,休閒活動,2134,休閒活動,2345,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第97天,起床,60,刷牙,120,上廁所,120,吃飯,2657,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,2800,上廁所,120,休閒活動,2356,休閒活動,3523,上廁所,120,吃飯,600,休閒活動,3523,休閒活動,2356,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第98天,起床,30,刷牙,120,上廁所,120,吃飯,3655,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,2000,上廁所,120,休閒活動,3523,休閒活動,3600,上廁所,120,吃飯,600,休閒活動,3600,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第99天,起床,36,刷牙,127,上廁所,127,吃飯,2467,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,3100,上廁所,127,休閒活動,3600,休閒活動,3100,上廁所,127,吃飯,600,休閒活動,3100,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第100天,起床,38,刷牙,120,上廁所,120,吃飯,2300,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,2134,上廁所,120,休閒活動,3100,休閒活動,3230,上廁所,120,吃飯,600,休閒活動,3230,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第101天,起床,50,刷牙,120,上廁所,120,吃飯,3638,休閒活動,2000,吃飯,2000,休閒活動,3523,休閒活動,2345,上廁所,120,休閒活動,3230,休閒活動,2800,上廁所,120,吃飯,600,休閒活動,2800,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第102天,起床,65,刷牙,135,上廁所,135,吃飯,3655,休閒活動,3100,吃飯,3100,休閒活動,3600,休閒活動,2356,上廁所,135,休閒活動,2800,休閒活動,2000,上廁所,135,吃飯,600,休閒活動,2000,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第103天,起床,67,刷牙,120,上廁所,120,吃飯,3487,休閒活動,2134,吃飯,2134,休閒活動,3100,休閒活動,3523,上廁所,120,休閒活動,2000,休閒活動,3100,上廁所,120,吃飯,600,休閒活動,3100,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第104天,起床,50,刷牙,200,上廁所,200,吃飯,2657,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3600,上廁所,200,休閒活動,3100,休閒活動,2134,上廁所,200,吃飯,600,休閒活動,2134,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第105天,起床,30,刷牙,900,上廁所,900,吃飯,3655,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,3100,上廁所,900,休閒活動,3523,休閒活動,2345,上廁所,900,吃飯,600,休閒活動,2345,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第106天,起床,35,刷牙,350,上廁所,350,吃飯,2467,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,3230,上廁所,350,休閒活動,3600,休閒活動,2356,上廁所,350,吃飯,600,休閒活動,2356,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第107天,起床,32,刷牙,270,上廁所,270,吃飯,2300,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,2800,上廁所,270,休閒活動,3100,休閒活動,3523,上廁所,270,吃飯,600,休閒活動,3523,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第108天,起床,31,刷牙,120,上廁所,120,吃飯,3600,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,2000,上廁所,120,休閒活動,3230,休閒活動,3600,上廁所,120,吃飯,600,休閒活動,3600,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第109天,起床,40,刷牙,135,上廁所,135,吃飯,3638,休閒活動,2000,吃飯,2000,休閒活動,2345,休閒活動,3100,上廁所,135,休閒活動,2800,休閒活動,3100,上廁所,135,吃飯,600,休閒活動,3100,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第110天,起床,60,刷牙,120,上廁所,120,吃飯,3655,休閒活動,3100,吃飯,3100,休閒活動,2356,休閒活動,3523,上廁所,120,休閒活動,2000,休閒活動,3230,上廁所,120,吃飯,600,休閒活動,3230,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第111天,起床,30,刷牙,200,上廁所,200,吃飯,3487,休閒活動,2134,吃飯,2134,休閒活動,3523,休閒活動,3600,上廁所,200,休閒活動,3100,休閒活動,2800,上廁所,200,吃飯,600,休閒活動,2800,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第112天,起床,36,刷牙,900,上廁所,900,吃飯,2657,休閒活動,2345,吃飯,2345,休閒活動,3600,休閒活動,3100,上廁所,900,休閒活動,2134,休閒活動,2000,上廁所,900,吃飯,600,休閒活動,2000,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第113天,起床,38,刷牙,350,上廁所,350,吃飯,3655,休閒活動,2356,吃飯,2356,休閒活動,3100,休閒活動,3230,上廁所,350,休閒活動,3523,休閒活動,3100,上廁所,350,吃飯,600,休閒活動,3100,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第114天,起床,50,刷牙,120,上廁所,120,吃飯,2467,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,2800,上廁所,120,休閒活動,3600,休閒活動,3523,上廁所,120,吃飯,600,休閒活動,3523,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第115天,起床,65,刷牙,135,上廁所,135,吃飯,2300,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,2000,上廁所,135,休閒活動,3100,休閒活動,3600,上廁所,135,吃飯,600,休閒活動,3600,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第116天,起床,67,刷牙,120,上廁所,120,吃飯,3638,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,3100,上廁所,120,休閒活動,3230,休閒活動,3100,上廁所,120,吃飯,600,休閒活動,3100,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第117天,起床,50,刷牙,200,上廁所,200,吃飯,3655,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,2134,上廁所,200,休閒活動,2800,休閒活動,3230,上廁所,200,吃飯,600,休閒活動,3230,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第118天,起床,30,刷牙,900,上廁所,900,吃飯,3487,休閒活動,2800,吃飯,2800,休閒活動,3523,休閒活動,3523,上廁所,900,休閒活動,2000,休閒活動,2800,上廁所,900,吃飯,600,休閒活動,2800,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第119天,起床,35,刷牙,350,上廁所,350,吃飯,2657,休閒活動,2000,吃飯,2000,休閒活動,3600,休閒活動,3600,上廁所,350,休閒活動,3100,休閒活動,2000,上廁所,350,吃飯,600,休閒活動,2000,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第120天,起床,32,刷牙,120,上廁所,120,吃飯,3655,休閒活動,3100,吃飯,3100,休閒活動,3100,休閒活動,3100,上廁所,120,休閒活動,2134,休閒活動,3100,上廁所,120,吃飯,600,休閒活動,3100,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第121天,起床,31,刷牙,135,上廁所,135,吃飯,2467,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3230,上廁所,135,休閒活動,2345,休閒活動,2134,上廁所,135,吃飯,600,休閒活動,2134,休閒活動,2345,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
