Day,08:00,持續時間,09:00,持續時間,10:00,持續時間,11:00,持續時間,12:00,持續時間,13:00,持續時間,14:00,持續時間,15:00,持續時間,16:00,持續時間,17:00,持續時間,18:00,持續時間,19:00,持續時間,20:00,持續時間,21:00,持續時間,22:00,持續時間,23:00,持續時間,00:00,持續時間,01:00,持續時間,02:00,持續時間,03:00,持續時間,04:00,持續時間,05:00,持續時間,06:00,持續時間,07:00,持續時間
第122天,起床,40,刷牙,120,上廁所,120,吃飯,2300,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,2800,上廁所,120,休閒活動,2356,休閒活動,3523,上廁所,120,吃飯,600,休閒活動,3523,休閒活動,2356,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第123天,起床,60,刷牙,200,上廁所,200,吃飯,3600,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,2000,上廁所,200,休閒活動,3523,休閒活動,3600,上廁所,200,吃飯,600,休閒活動,3600,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第124天,起床,30,刷牙,900,上廁所,900,吃飯,600,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,3100,上廁所,900,休閒活動,3600,休閒活動,3100,上廁所,900,吃飯,600,休閒活動,3100,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第125天,起床,36,刷牙,350,上廁所,350,吃飯,3638,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,2134,上廁所,350,休閒活動,3100,休閒活動,3230,上廁所,350,吃飯,600,休閒活動,3230,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第126天,起床,38,刷牙,350,上廁所,350,吃飯,3655,休閒活動,2000,吃飯,2000,休閒活動,3523,休閒活動,2345,上廁所,350,休閒活動,3230,休閒活動,2800,上廁所,350,吃飯,600,休閒活動,2800,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第127天,起床,50,刷牙,120,上廁所,120,吃飯,3487,休閒活動,3100,吃飯,3100,休閒活動,3600,休閒活動,2356,上廁所,120,休閒活動,2800,休閒活動,2000,上廁所,120,吃飯,600,休閒活動,2000,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第128天,起床,65,刷牙,135,上廁所,135,吃飯,2657,休閒活動,2134,吃飯,2134,休閒活動,3100,休閒活動,3523,上廁所,135,休閒活動,2000,休閒活動,3100,上廁所,135,吃飯,600,休閒活動,3100,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第129天,起床,67,刷牙,120,上廁所,120,吃飯,3655,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3600,上廁所,120,休閒活動,3100,休閒活動,2134,上廁所,120,吃飯,600,休閒活動,2134,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第130天,起床,50,刷牙,200,上廁所,200,吃飯,2467,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,3100,上廁所,200,休閒活動,3523,休閒活動,2345,上廁所,200,吃飯,600,休閒活動,2345,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第131天,起床,30,刷牙,900,上廁所,900,吃飯,2300,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,3230,上廁所,900,休閒活動,3600,休閒活動,2356,上廁所,900,吃飯,600,休閒活動,2356,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第132天,起床,35,刷牙,350,上廁所,350,吃飯,3638,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,2800,上廁所,350,休閒活動,3100,休閒活動,3523,上廁所,350,吃飯,600,休閒活動,3523,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第133天,起床,32,刷牙,120,上廁所,120,吃飯,3655,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,2000,上廁所,120,休閒活動,3230,休閒活動,3600,上廁所,120,吃飯,600,休閒活動,3600,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第134天,起床,31,刷牙,135,上廁所,135,吃飯,3487,休閒活動,2000,吃飯,2000,休閒活動,2345,休閒活動,3100,上廁所,135,休閒活動,2800,休閒活動,3100,上廁所,135,吃飯,600,休閒活動,3100,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第135天,起床,40,刷牙,120,上廁所,120,吃飯,2657,休閒活動,3100,吃飯,3100,休閒活動,2356,休閒活動,3523,上廁所,120,休閒活動,2000,休閒活動,3230,上廁所,120,吃飯,600,休閒活動,3230,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第136天,起床,60,刷牙,200,上廁所,200,吃飯,3655,休閒活動,2134,吃飯,2134,休閒活動,3523,休閒活動,3600,上廁所,200,休閒活動,3100,休閒活動,2800,上廁所,200,吃飯,600,休閒活動,2800,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第137天,起床,30,刷牙,900,上廁所,900,吃飯,2467,休閒活動,2345,吃飯,2345,休閒活動,3600,休閒活動,3100,上廁所,900,休閒活動,2134,休閒活動,2000,上廁所,900,吃飯,600,休閒活動,2000,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第138天,起床,36,刷牙,350,上廁所,350,吃飯,2300,休閒活動,2356,吃飯,2356,休閒活動,3100,休閒活動,3230,上廁所,350,休閒活動,3523,休閒活動,3100,上廁所,350,吃飯,600,休閒活動,3100,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第139天,起床,38,刷牙,270,上廁所,270,吃飯,3600,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,2800,上廁所,270,休閒活動,3600,休閒活動,3523,上廁所,270,吃飯,600,休閒活動,3523,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第140天,起床,50,刷牙,120,上廁所,120,吃飯,3638,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,2000,上廁所,120,休閒活動,3100,休閒活動,3600,上廁所,120,吃飯,600,休閒活動,3600,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第141天,起床,65,刷牙,135,上廁所,135,吃飯,3655,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,3100,上廁所,135,休閒活動,3230,休閒活動,3100,上廁所,135,吃飯,600,休閒活動,3100,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第142天,起床,67,刷牙,120,上廁所,120,吃飯,3487,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,2134,上廁所,120,休閒活動,2800,休閒活動,3230,上廁所,120,吃飯,600,休閒活動,3230,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第143天,起床,50,刷牙,200,上廁所,200,吃飯,2657,休閒活動,2800,吃飯,2800,休閒活動,3523,休閒活動,3523,上廁所,200,休閒活動,2000,吃飯,2800,吃飯,200,吃飯,600,休閒活動,2800,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第144天,起床,30,刷牙,900,上廁所,900,吃飯,3655,休閒活動,2000,吃飯,2000,休閒活動,3600,休閒活動,3600,上廁所,900,休閒活動,3100,吃飯,2000,吃飯,900,吃飯,600,休閒活動,2000,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第145天,起床,35,刷牙,350,上廁所,350,吃飯,2467,休閒活動,3100,吃飯,3100,休閒活動,3100,休閒活動,3100,上廁所,350,休閒活動,2134,休閒活動,3100,上廁所,350,吃飯,600,休閒活動,3100,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第146天,起床,32,刷牙,120,上廁所,120,吃飯,2300,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3230,上廁所,120,休閒活動,2345,休閒活動,2134,上廁所,120,吃飯,600,休閒活動,2134,休閒活動,2345,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第147天,起床,31,刷牙,135,上廁所,135,吃飯,3638,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,2800,上廁所,135,休閒活動,2356,休閒活動,3523,上廁所,135,吃飯,600,休閒活動,3523,休閒活動,2356,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第148天,起床,40,刷牙,120,上廁所,120,吃飯,3655,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,2000,上廁所,120,休閒活動,3523,休閒活動,3600,上廁所,120,吃飯,600,休閒活動,3600,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第149天,起床,60,刷牙,200,上廁所,200,吃飯,3487,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,3100,上廁所,200,休閒活動,3600,休閒活動,3100,上廁所,200,吃飯,600,休閒活動,3100,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第150天,起床,30,刷牙,900,上廁所,900,吃飯,2657,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,2134,上廁所,900,休閒活動,3100,休閒活動,3230,上廁所,900,吃飯,600,休閒活動,3230,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第151天,起床,36,刷牙,350,上廁所,350,吃飯,3655,休閒活動,2000,吃飯,2000,休閒活動,3523,休閒活動,2345,上廁所,350,休閒活動,3230,休閒活動,2800,上廁所,350,吃飯,600,休閒活動,2800,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第152天,起床,38,刷牙,120,上廁所,120,吃飯,2467,休閒活動,3100,吃飯,3100,休閒活動,3600,休閒活動,2356,上廁所,120,休閒活動,2800,休閒活動,2000,上廁所,120,吃飯,600,休閒活動,2000,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第153天,起床,50,刷牙,135,上廁所,135,吃飯,2300,休閒活動,2134,吃飯,2134,休閒活動,3100,休閒活動,3523,上廁所,135,休閒活動,2000,休閒活動,3100,上廁所,135,吃飯,600,休閒活動,3100,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第154天,起床,30,刷牙,120,上廁所,120,吃飯,3600,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3600,上廁所,120,休閒活動,3100,休閒活動,2134,上廁所,120,吃飯,600,休閒活動,2134,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第155天,起床,35,刷牙,200,上廁所,200,吃飯,600,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,3100,上廁所,200,休閒活動,3523,休閒活動,2345,上廁所,200,吃飯,600,休閒活動,2345,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第156天,起床,32,刷牙,900,上廁所,900,吃飯,3638,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,3230,上廁所,900,休閒活動,3600,休閒活動,2356,上廁所,900,吃飯,600,休閒活動,2356,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第157天,起床,31,刷牙,350,上廁所,350,吃飯,3655,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,2800,上廁所,350,休閒活動,3100,休閒活動,3523,上廁所,350,吃飯,600,休閒活動,3523,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第158天,起床,40,刷牙,120,上廁所,120,吃飯,3487,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,2000,上廁所,120,休閒活動,3230,休閒活動,3600,上廁所,120,吃飯,600,休閒活動,3600,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第159天,起床,60,刷牙,120,上廁所,120,吃飯,2657,休閒活動,2000,吃飯,2000,休閒活動,2345,休閒活動,3100,上廁所,120,休閒活動,2800,休閒活動,3100,上廁所,120,吃飯,600,休閒活動,3100,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第160天,起床,30,刷牙,135,上廁所,135,吃飯,3655,休閒活動,3100,吃飯,3100,休閒活動,2356,休閒活動,3523,上廁所,135,休閒活動,2000,休閒活動,3230,上廁所,135,吃飯,600,休閒活動,3230,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第161天,起床,36,刷牙,120,上廁所,120,吃飯,2467,休閒活動,2134,吃飯,2134,休閒活動,3523,休閒活動,3600,上廁所,120,休閒活動,3100,休閒活動,2800,上廁所,120,吃飯,600,休閒活動,2800,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第162天,起床,38,刷牙,200,上廁所,200,吃飯,2300,休閒活動,2345,吃飯,2345,休閒活動,3600,休閒活動,3100,上廁所,200,休閒活動,2134,休閒活動,2000,上廁所,200,吃飯,600,休閒活動,2000,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第163天,起床,50,刷牙,900,上廁所,900,吃飯,3638,休閒活動,2356,吃飯,2356,休閒活動,3100,休閒活動,3230,上廁所,900,休閒活動,3523,休閒活動,3100,上廁所,900,吃飯,600,休閒活動,3100,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第164天,起床,65,刷牙,350,上廁所,350,吃飯,3655,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,2800,上廁所,350,休閒活動,3600,休閒活動,3523,上廁所,350,吃飯,600,休閒活動,3523,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第165天,起床,67,刷牙,270,上廁所,270,吃飯,3487,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,2000,上廁所,270,休閒活動,3100,休閒活動,3600,上廁所,270,吃飯,600,休閒活動,3600,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第166天,起床,50,刷牙,120,上廁所,120,吃飯,2657,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,3100,上廁所,120,休閒活動,3230,休閒活動,3100,上廁所,120,吃飯,600,休閒活動,3100,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第167天,起床,30,刷牙,135,上廁所,135,吃飯,3655,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,2134,上廁所,135,休閒活動,2800,休閒活動,3230,上廁所,135,吃飯,600,休閒活動,3230,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第168天,起床,35,刷牙,120,上廁所,120,吃飯,2467,休閒活動,2800,吃飯,2800,休閒活動,3523,休閒活動,3523,上廁所,120,休閒活動,2000,休閒活動,2800,上廁所,120,吃飯,600,休閒活動,2800,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第169天,起床,32,刷牙,200,上廁所,200,吃飯,2300,休閒活動,2000,吃飯,2000,休閒活動,3600,休閒活動,3600,上廁所,200,休閒活動,3100,休閒活動,2000,上廁所,200,吃飯,600,休閒活動,2000,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第170天,起床,31,刷牙,900,上廁所,900,吃飯,3600,休閒活動,3100,吃飯,3100,休閒活動,3100,休閒活動,3100,上廁所,900,休閒活動,2134,休閒活動,3100,上廁所,900,吃飯,600,休閒活動,3100,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第171天,起床,40,刷牙,350,上廁所,350,吃飯,3638,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3230,上廁所,350,休閒活動,2345,休閒活動,2134,上廁所,350,吃飯,600,休閒活動,2134,休閒活動,2345,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第172天,起床,60,刷牙,120,上廁所,120,吃飯,3655,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,2800,上廁所,120,休閒活動,2356,休閒活動,3523,上廁所,120,吃飯,600,休閒活動,3523,休閒活動,2356,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第173天,起床,30,刷牙,135,上廁所,135,吃飯,3487,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,2000,上廁所,135,休閒活動,3523,休閒活動,3600,上廁所,135,吃飯,600,休閒活動,3600,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第174天,起床,36,刷牙,120,上廁所,120,吃飯,2657,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,3100,上廁所,120,休閒活動,3600,休閒活動,3100,上廁所,120,吃飯,600,休閒活動,3100,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第175天,起床,38,刷牙,200,上廁所,200,吃飯,3655,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,2134,上廁所,200,休閒活動,3100,休閒活動,3230,上廁所,200,吃飯,600,休閒活動,3230,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第176天,起床,50,刷牙,900,上廁所,900,吃飯,2467,休閒活動,2000,吃飯,2000,休閒活動,3523,休閒活動,2345,上廁所,900,休閒活動,3230,休閒活動,2800,上廁所,900,吃飯,600,休閒活動,2800,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第177天,起床,65,刷牙,350,上廁所,350,吃飯,2300,休閒活動,3100,吃飯,3100,休閒活動,3600,休閒活動,2356,上廁所,350,休閒活動,2800,吃飯,2000,吃飯,350,吃飯,600,休閒活動,2000,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第178天,起床,67,刷牙,120,上廁所,120,吃飯,3638,休閒活動,2134,吃飯,2134,休閒活動,3100,休閒活動,3523,上廁所,120,休閒活動,2000,吃飯,3100,吃飯,120,吃飯,600,休閒活動,3100,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第179天,起床,50,刷牙,135,上廁所,135,吃飯,3655,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3600,上廁所,135,休閒活動,3100,休閒活動,2134,上廁所,135,吃飯,600,休閒活動,2134,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第180天,起床,30,刷牙,120,上廁所,120,吃飯,3487,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,3100,上廁所,120,休閒活動,3523,休閒活動,2345,上廁所,120,吃飯,600,休閒活動,2345,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第181天,起床,35,刷牙,200,上廁所,200,吃飯,2657,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,3230,上廁所,200,休閒活動,3600,休閒活動,2356,上廁所,200,吃飯,600,休閒活動,2356,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
