Day,08:00,持續時間,09:00,持續時間,10:00,持續時間,11:00,持續時間,12:00,持續時間,13:00,持續時間,14:00,持續時間,15:00,持續時間,16:00,持續時間,17:00,持續時間,18:00,持續時間,19:00,持續時間,20:00,持續時間,21:00,持續時間,22:00,持續時間,23:00,持續時間,00:00,持續時間,01:00,持續時間,02:00,持續時間,03:00,持續時間,04:00,持續時間,05:00,持續時間,06:00,持續時間,07:00,持續時間
第182天,起床,32,刷牙,900,上廁所,900,吃飯,3655,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,2800,上廁所,900,休閒活動,3523,休閒活動,3523,上廁所,900,吃飯,600,休閒活動,3523,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第183天,起床,31,刷牙,350,上廁所,350,吃飯,2467,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,2000,上廁所,350,休閒活動,3600,休閒活動,3600,上廁所,350,吃飯,600,休閒活動,3600,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第184天,起床,40,刷牙,120,上廁所,120,吃飯,2300,休閒活動,2000,吃飯,2000,休閒活動,2345,休閒活動,3100,上廁所,120,休閒活動,3100,休閒活動,3100,上廁所,120,吃飯,600,休閒活動,3100,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第185天,起床,60,刷牙,120,上廁所,120,吃飯,3600,休閒活動,3100,吃飯,3100,休閒活動,2356,休閒活動,3523,上廁所,120,休閒活動,3230,休閒活動,3230,上廁所,120,吃飯,600,休閒活動,3230,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第186天,起床,30,刷牙,135,上廁所,135,吃飯,600,休閒活動,2134,吃飯,2134,休閒活動,3523,休閒活動,3600,上廁所,135,休閒活動,2800,休閒活動,2800,上廁所,135,吃飯,600,休閒活動,2800,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第187天,起床,36,刷牙,120,上廁所,120,吃飯,3638,休閒活動,2345,吃飯,2345,休閒活動,3600,休閒活動,3523,上廁所,120,休閒活動,2000,休閒活動,2000,上廁所,120,吃飯,600,休閒活動,2000,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第188天,起床,38,刷牙,200,上廁所,200,吃飯,3655,休閒活動,2356,吃飯,2356,休閒活動,3100,休閒活動,3600,上廁所,200,休閒活動,3100,休閒活動,3100,上廁所,200,吃飯,600,休閒活動,3100,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第189天,起床,50,刷牙,900,上廁所,900,吃飯,3487,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3100,上廁所,900,休閒活動,2134,休閒活動,3523,上廁所,900,吃飯,600,休閒活動,3523,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第190天,起床,65,刷牙,350,上廁所,350,吃飯,2657,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,3230,上廁所,350,休閒活動,2345,休閒活動,3600,上廁所,350,吃飯,600,休閒活動,3600,休閒活動,2345,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第191天,起床,67,刷牙,270,上廁所,270,吃飯,3655,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,2800,上廁所,270,休閒活動,2356,休閒活動,3523,上廁所,270,吃飯,600,休閒活動,3523,休閒活動,2356,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第192天,起床,50,刷牙,120,上廁所,120,吃飯,2467,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,2000,上廁所,120,休閒活動,3523,休閒活動,3600,上廁所,120,吃飯,600,休閒活動,3600,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第193天,起床,30,刷牙,135,上廁所,135,吃飯,2300,休閒活動,2800,吃飯,2800,休閒活動,3523,休閒活動,3100,上廁所,135,休閒活動,3600,休閒活動,3100,上廁所,135,吃飯,600,休閒活動,3100,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第194天,起床,35,刷牙,120,上廁所,120,吃飯,3638,休閒活動,2000,吃飯,2000,休閒活動,3600,休閒活動,2134,上廁所,120,休閒活動,3100,休閒活動,3230,上廁所,120,吃飯,600,休閒活動,3230,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第195天,起床,32,刷牙,200,上廁所,200,吃飯,3655,休閒活動,3100,吃飯,3100,休閒活動,3523,休閒活動,2345,上廁所,200,休閒活動,3230,休閒活動,2800,上廁所,200,吃飯,600,休閒活動,2800,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第196天,起床,31,刷牙,900,上廁所,900,吃飯,3487,休閒活動,3523,吃飯,3523,休閒活動,3600,休閒活動,2356,上廁所,900,休閒活動,2800,休閒活動,2000,上廁所,900,吃飯,600,休閒活動,2000,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第197天,起床,40,刷牙,350,上廁所,350,吃飯,2657,休閒活動,3600,吃飯,3600,休閒活動,3100,休閒活動,3523,上廁所,350,休閒活動,2000,休閒活動,3100,上廁所,350,吃飯,600,休閒活動,3100,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第198天,起床,60,刷牙,120,上廁所,120,吃飯,3655,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3600,上廁所,120,休閒活動,3100,休閒活動,2134,上廁所,120,吃飯,600,休閒活動,2134,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第199天,起床,30,刷牙,135,上廁所,135,吃飯,2467,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,3100,上廁所,135,休閒活動,3523,休閒活動,2345,上廁所,135,吃飯,600,休閒活動,2345,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第200天,起床,36,刷牙,120,上廁所,120,吃飯,2300,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,3230,上廁所,120,休閒活動,3600,休閒活動,2356,上廁所,120,吃飯,600,休閒活動,2356,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第201天,起床,38,刷牙,200,上廁所,200,吃飯,3600,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,2800,上廁所,200,休閒活動,3523,休閒活動,3523,上廁所,200,吃飯,600,休閒活動,3523,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第202天,起床,50,刷牙,900,上廁所,900,吃飯,3638,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,2000,上廁所,900,休閒活動,3600,休閒活動,3600,上廁所,900,吃飯,600,休閒活動,3600,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第203天,起床,65,刷牙,350,上廁所,350,吃飯,3655,休閒活動,2000,吃飯,2000,休閒活動,2345,休閒活動,3100,上廁所,350,休閒活動,3100,休閒活動,3100,上廁所,350,吃飯,600,休閒活動,3100,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第204天,起床,67,刷牙,120,上廁所,120,吃飯,3487,休閒活動,3100,吃飯,3100,休閒活動,2356,休閒活動,3523,上廁所,120,休閒活動,3230,休閒活動,3230,上廁所,120,吃飯,600,休閒活動,3230,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第205天,起床,50,刷牙,135,上廁所,135,吃飯,2657,休閒活動,2134,吃飯,2134,休閒活動,3523,休閒活動,3600,上廁所,135,休閒活動,2800,休閒活動,2800,上廁所,135,吃飯,600,休閒活動,2800,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第206天,起床,30,刷牙,120,上廁所,120,吃飯,3655,休閒活動,2345,吃飯,2345,休閒活動,3600,休閒活動,3523,上廁所,120,休閒活動,2000,休閒活動,2000,上廁所,120,吃飯,600,休閒活動,2000,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第207天,起床,35,刷牙,200,上廁所,200,吃飯,2467,休閒活動,2356,吃飯,2356,休閒活動,3100,休閒活動,3600,上廁所,200,休閒活動,3100,休閒活動,3100,上廁所,200,吃飯,600,休閒活動,3100,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第208天,起床,32,刷牙,900,上廁所,900,吃飯,2300,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3100,上廁所,900,休閒活動,2134,休閒活動,3523,上廁所,900,吃飯,600,休閒活動,3523,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第209天,起床,31,刷牙,350,上廁所,350,吃飯,3638,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,3230,上廁所,350,休閒活動,2345,休閒活動,3600,上廁所,350,吃飯,600,休閒活動,3600,休閒活動,2345,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第210天,起床,40,刷牙,120,上廁所,120,吃飯,3655,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,2800,上廁所,120,休閒活動,2356,休閒活動,3523,上廁所,120,吃飯,600,休閒活動,3523,休閒活動,2356,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第211天,起床,60,刷牙,120,上廁所,120,吃飯,3487,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,2000,上廁所,120,休閒活動,3523,休閒活動,3600,上廁所,120,吃飯,600,休閒活動,3600,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第212天,起床,30,刷牙,135,上廁所,135,吃飯,2657,休閒活動,2800,吃飯,2800,休閒活動,3523,休閒活動,3100,上廁所,135,休閒活動,3600,休閒活動,3100,上廁所,135,吃飯,600,休閒活動,3100,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第213天,起床,36,刷牙,120,上廁所,120,吃飯,3655,休閒活動,2000,吃飯,2000,休閒活動,3600,休閒活動,2134,上廁所,120,休閒活動,3100,休閒活動,3230,上廁所,120,吃飯,600,休閒活動,3230,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第214天,起床,38,刷牙,200,上廁所,200,吃飯,2467,休閒活動,3100,吃飯,3100,休閒活動,3523,休閒活動,2345,上廁所,200,休閒活動,500,休閒活動,2800,上廁所,200,吃飯,600,休閒活動,2800,休閒活動,500,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第215天,起床,30,刷牙,900,上廁所,900,吃飯,2300,休閒活動,3523,吃飯,3523,休閒活動,3600,休閒活動,2356,上廁所,900,休閒活動,321,休閒活動,2000,上廁所,900,吃飯,600,休閒活動,2000,休閒活動,321,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第216天,起床,35,刷牙,350,上廁所,350,吃飯,3600,休閒活動,3600,吃飯,3600,休閒活動,3100,休閒活動,3523,上廁所,350,休閒活動,2000,休閒活動,3100,上廁所,350,吃飯,600,休閒活動,3100,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第217天,起床,32,刷牙,270,上廁所,270,吃飯,600,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3600,上廁所,270,休閒活動,3100,休閒活動,2134,上廁所,270,吃飯,600,休閒活動,2134,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第218天,起床,31,刷牙,120,上廁所,120,吃飯,3638,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,3100,上廁所,120,休閒活動,3523,休閒活動,2345,上廁所,120,吃飯,600,休閒活動,2345,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第219天,起床,40,刷牙,135,上廁所,135,吃飯,3655,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,500,上廁所,135,休閒活動,3600,休閒活動,2356,上廁所,135,吃飯,600,休閒活動,2356,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第220天,起床,60,刷牙,120,上廁所,120,吃飯,3487,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,321,上廁所,120,休閒活動,3100,休閒活動,3523,上廁所,120,吃飯,600,休閒活動,3523,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第221天,起床,30,刷牙,200,上廁所,200,吃飯,2657,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,2000,上廁所,200,休閒活動,3230,休閒活動,3600,上廁所,200,吃飯,600,休閒活動,3600,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第222天,起床,36,刷牙,900,上廁所,900,吃飯,3655,休閒活動,2000,吃飯,2000,休閒活動,2345,休閒活動,3100,上廁所,900,休閒活動,2800,休閒活動,3100,上廁所,900,吃飯,600,休閒活動,3100,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第223天,起床,38,刷牙,350,上廁所,350,吃飯,2467,休閒活動,3100,吃飯,3100,休閒活動,2356,休閒活動,3523,上廁所,350,休閒活動,2000,休閒活動,500,上廁所,350,吃飯,600,休閒活動,500,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第224天,起床,50,刷牙,120,上廁所,120,吃飯,2300,休閒活動,2134,吃飯,2134,休閒活動,3523,休閒活動,3600,上廁所,120,休閒活動,3100,休閒活動,321,上廁所,120,吃飯,600,休閒活動,321,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第225天,起床,65,刷牙,135,上廁所,135,吃飯,3638,休閒活動,2345,吃飯,2345,休閒活動,3600,休閒活動,3100,上廁所,135,休閒活動,2134,休閒活動,2000,上廁所,135,吃飯,600,休閒活動,2000,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第226天,起床,67,刷牙,120,上廁所,120,吃飯,3655,休閒活動,2356,吃飯,2356,休閒活動,3100,休閒活動,3230,上廁所,120,休閒活動,2000,休閒活動,3100,上廁所,120,吃飯,600,休閒活動,3100,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第227天,起床,50,刷牙,200,上廁所,200,吃飯,3487,休閒活動,3523,吃飯,3523,休閒活動,500,休閒活動,2800,上廁所,200,休閒活動,3100,休閒活動,3523,上廁所,200,吃飯,600,休閒活動,3523,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第228天,起床,30,刷牙,900,上廁所,900,吃飯,2657,休閒活動,3600,吃飯,3600,休閒活動,321,休閒活動,2000,上廁所,900,休閒活動,3523,休閒活動,3600,上廁所,900,吃飯,600,休閒活動,3600,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第229天,起床,30,刷牙,350,上廁所,350,吃飯,3655,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,3100,上廁所,350,休閒活動,3600,休閒活動,3100,上廁所,350,吃飯,600,休閒活動,3100,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第230天,起床,35,刷牙,120,上廁所,120,吃飯,2467,吃飯,500,吃飯,500,休閒活動,3100,吃飯,2134,吃飯,120,吃飯,3100,休閒活動,3230,上廁所,120,吃飯,600,休閒活動,3230,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第231天,起床,32,刷牙,135,上廁所,135,吃飯,2300,吃飯,321,吃飯,321,休閒活動,3523,吃飯,2000,吃飯,135,吃飯,3230,休閒活動,2800,上廁所,135,吃飯,600,休閒活動,2800,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第232天,起床,31,刷牙,120,上廁所,120,吃飯,3600,休閒活動,2000,吃飯,2000,休閒活動,3600,休閒活動,3100,上廁所,120,休閒活動,2800,休閒活動,2000,上廁所,120,吃飯,600,休閒活動,2000,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第233天,起床,40,刷牙,200,上廁所,200,吃飯,3638,休閒活動,3100,吃飯,3100,休閒活動,3100,休閒活動,3523,上廁所,200,休閒活動,2000,休閒活動,3100,上廁所,200,吃飯,600,休閒活動,3100,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第234天,起床,60,刷牙,900,上廁所,900,吃飯,3655,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3600,上廁所,900,休閒活動,3100,休閒活動,2134,上廁所,900,吃飯,600,休閒活動,2134,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第235天,起床,30,刷牙,120,上廁所,120,吃飯,3487,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,3100,上廁所,120,休閒活動,2134,休閒活動,2000,上廁所,120,吃飯,600,休閒活動,2000,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第236天,起床,36,刷牙,135,上廁所,135,吃飯,2657,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,3230,上廁所,135,休閒活動,3523,休閒活動,3100,上廁所,135,吃飯,600,休閒活動,3100,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第237天,起床,38,刷牙,120,上廁所,120,吃飯,3655,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,2800,上廁所,120,休閒活動,3600,休閒活動,3523,上廁所,120,吃飯,600,休閒活動,3523,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第238天,起床,50,刷牙,200,上廁所,200,吃飯,2467,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,2000,上廁所,200,休閒活動,3100,休閒活動,3600,上廁所,200,吃飯,600,休閒活動,3600,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第239天,起床,65,刷牙,900,上廁所,900,吃飯,2300,休閒活動,2000,吃飯,2000,休閒活動,2000,休閒活動,3100,上廁所,900,休閒活動,3230,吃飯,3100,吃飯,900,吃飯,600,休閒活動,3100,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第240天,起床,67,刷牙,350,上廁所,350,吃飯,3638,休閒活動,3100,吃飯,3100,休閒活動,3100,休閒活動,2134,上廁所,350,休閒活動,2800,吃飯,3230,吃飯,350,吃飯,600,休閒活動,3230,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第241天,起床,50,刷牙,270,上廁所,270,吃飯,3655,休閒活動,2134,吃飯,2134,休閒活動,3523,休閒活動,3523,上廁所,270,休閒活動,2000,休閒活動,2800,上廁所,270,吃飯,600,休閒活動,2800,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第242天,起床,30,刷牙,120,上廁所,120,吃飯,3487,休閒活動,2000,吃飯,2000,休閒活動,3600,休閒活動,3600,上廁所,120,休閒活動,3100,休閒活動,2000,上廁所,120,吃飯,600,休閒活動,2000,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
