Day,08:00,持續時間,09:00,持續時間,10:00,持續時間,11:00,持續時間,12:00,持續時間,13:00,持續時間,14:00,持續時間,15:00,持續時間,16:00,持續時間,17:00,持續時間,18:00,持續時間,19:00,持續時間,20:00,持續時間,21:00,持續時間,22:00,持續時間,23:00,持續時間,00:00,持續時間,01:00,持續時間,02:00,持續時間,03:00,持續時間,04:00,持續時間,05:00,持續時間,06:00,持續時間,07:00,持續時間
第243天,起床,30,刷牙,135,上廁所,135,吃飯,2657,休閒活動,3100,吃飯,3100,休閒活動,3100,休閒活動,3100,上廁所,135,休閒活動,2134,休閒活動,3100,上廁所,135,吃飯,600,休閒活動,3100,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第244天,起床,30,刷牙,120,上廁所,120,吃飯,3655,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3230,上廁所,120,休閒活動,2345,休閒活動,2134,上廁所,120,吃飯,600,休閒活動,2134,休閒活動,2345,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第245天,起床,35,刷牙,200,上廁所,200,吃飯,2467,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,2800,上廁所,200,休閒活動,2356,休閒活動,3523,上廁所,200,吃飯,600,休閒活動,3523,休閒活動,2356,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第246天,起床,32,刷牙,900,上廁所,900,吃飯,2300,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,2000,上廁所,900,休閒活動,3523,休閒活動,3600,上廁所,900,吃飯,600,休閒活動,3600,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第247天,起床,31,刷牙,350,上廁所,350,吃飯,3600,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,3100,上廁所,350,休閒活動,3600,休閒活動,3100,上廁所,350,吃飯,600,休閒活動,3100,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第248天,起床,40,刷牙,120,上廁所,120,吃飯,600,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,2134,上廁所,120,休閒活動,3100,休閒活動,3230,上廁所,120,吃飯,600,休閒活動,3230,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第249天,起床,60,刷牙,135,上廁所,135,吃飯,3638,休閒活動,2000,吃飯,2000,休閒活動,3523,休閒活動,2345,上廁所,135,休閒活動,3230,休閒活動,2800,上廁所,135,吃飯,600,休閒活動,2800,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第250天,起床,30,刷牙,120,上廁所,120,吃飯,3655,休閒活動,3100,吃飯,3100,休閒活動,3600,休閒活動,2356,上廁所,120,休閒活動,2000,休閒活動,2000,上廁所,120,吃飯,600,休閒活動,2000,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第251天,起床,30,刷牙,200,上廁所,200,吃飯,3487,休閒活動,2134,吃飯,2134,休閒活動,3100,休閒活動,3523,上廁所,200,休閒活動,3100,休閒活動,3100,上廁所,200,吃飯,600,休閒活動,3100,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第252天,起床,35,刷牙,900,上廁所,900,吃飯,2657,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3600,上廁所,900,休閒活動,3523,休閒活動,2134,上廁所,900,吃飯,600,休閒活動,2134,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第253天,起床,32,刷牙,350,上廁所,350,吃飯,3655,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,3100,上廁所,350,休閒活動,3600,休閒活動,2345,上廁所,350,吃飯,600,休閒活動,2345,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第254天,起床,31,刷牙,120,上廁所,120,吃飯,2467,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,3230,上廁所,120,休閒活動,3100,休閒活動,2356,上廁所,120,吃飯,600,休閒活動,2356,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第255天,起床,40,刷牙,135,上廁所,135,吃飯,2300,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,2000,上廁所,135,休閒活動,3230,休閒活動,3523,上廁所,135,吃飯,600,休閒活動,3523,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第256天,起床,60,刷牙,120,上廁所,120,吃飯,3638,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,3100,上廁所,120,休閒活動,2800,休閒活動,3600,上廁所,120,吃飯,600,休閒活動,3600,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第257天,起床,30,刷牙,200,上廁所,200,吃飯,3655,休閒活動,2000,吃飯,2000,休閒活動,2345,休閒活動,3523,上廁所,200,休閒活動,2000,休閒活動,3100,上廁所,200,吃飯,600,休閒活動,3100,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第258天,起床,36,刷牙,900,上廁所,900,吃飯,3487,休閒活動,3100,吃飯,3100,休閒活動,2356,休閒活動,3600,上廁所,900,休閒活動,3100,休閒活動,3230,上廁所,900,吃飯,600,休閒活動,3230,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第259天,起床,38,刷牙,350,上廁所,350,吃飯,2657,休閒活動,2134,吃飯,2134,休閒活動,3523,休閒活動,3100,上廁所,350,休閒活動,2134,休閒活動,2000,上廁所,350,吃飯,600,休閒活動,2000,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第260天,起床,50,刷牙,120,上廁所,120,吃飯,3655,休閒活動,2345,吃飯,2345,休閒活動,3600,休閒活動,3230,上廁所,120,休閒活動,3523,休閒活動,3100,上廁所,120,吃飯,600,休閒活動,3100,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第261天,起床,30,刷牙,135,上廁所,135,吃飯,2467,休閒活動,2356,吃飯,2356,休閒活動,3100,休閒活動,2800,上廁所,135,休閒活動,3600,休閒活動,3523,上廁所,135,吃飯,600,休閒活動,3523,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第262天,起床,35,刷牙,120,上廁所,120,吃飯,2300,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,2000,上廁所,120,休閒活動,3100,休閒活動,3600,上廁所,120,吃飯,600,休閒活動,3600,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第263天,起床,32,刷牙,200,上廁所,200,吃飯,3600,休閒活動,3600,吃飯,3600,休閒活動,2000,休閒活動,3100,上廁所,200,休閒活動,3230,休閒活動,3100,上廁所,200,吃飯,600,休閒活動,3100,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第264天,起床,31,刷牙,900,上廁所,900,吃飯,3638,休閒活動,3100,吃飯,3100,休閒活動,3100,休閒活動,2134,上廁所,900,休閒活動,2800,休閒活動,3230,上廁所,900,吃飯,600,休閒活動,3230,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第265天,起床,40,刷牙,350,上廁所,350,吃飯,3655,休閒活動,3230,吃飯,3230,休閒活動,3523,休閒活動,3523,上廁所,350,休閒活動,2000,休閒活動,2800,上廁所,350,吃飯,600,休閒活動,2800,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第266天,起床,60,刷牙,270,上廁所,270,吃飯,3487,休閒活動,2000,吃飯,2000,休閒活動,3600,休閒活動,3600,上廁所,270,休閒活動,3100,休閒活動,2000,上廁所,270,吃飯,600,休閒活動,2000,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第267天,起床,30,刷牙,120,上廁所,120,吃飯,2657,吃飯,3100,吃飯,3100,休閒活動,3100,吃飯,3100,吃飯,120,吃飯,2134,休閒活動,3100,上廁所,120,吃飯,600,休閒活動,3100,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第268天,起床,36,刷牙,135,上廁所,135,吃飯,3655,吃飯,3523,吃飯,3523,休閒活動,3230,吃飯,3230,吃飯,135,吃飯,2345,休閒活動,2134,上廁所,135,吃飯,600,休閒活動,2134,休閒活動,2345,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第269天,起床,38,刷牙,120,上廁所,120,吃飯,2467,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,2800,上廁所,120,休閒活動,2356,休閒活動,3523,上廁所,120,吃飯,600,休閒活動,3523,休閒活動,2356,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第270天,起床,50,刷牙,200,上廁所,200,吃飯,2300,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,2000,上廁所,200,休閒活動,3523,吃飯,3600,吃飯,200,吃飯,600,休閒活動,3600,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第271天,起床,30,刷牙,900,上廁所,900,吃飯,3638,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,3100,上廁所,900,休閒活動,3600,吃飯,3100,吃飯,900,吃飯,600,休閒活動,3100,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第272天,起床,35,刷牙,350,上廁所,350,吃飯,3655,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,2134,上廁所,350,休閒活動,3100,休閒活動,3230,上廁所,350,吃飯,600,休閒活動,3230,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第273天,起床,32,刷牙,120,上廁所,120,吃飯,3487,休閒活動,2000,吃飯,2000,休閒活動,3523,休閒活動,2345,上廁所,120,休閒活動,3230,休閒活動,2800,上廁所,120,吃飯,600,休閒活動,2800,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第274天,起床,31,刷牙,135,上廁所,135,吃飯,2657,休閒活動,3100,吃飯,3100,休閒活動,3600,休閒活動,2356,上廁所,135,休閒活動,2000,休閒活動,2000,上廁所,135,吃飯,600,休閒活動,2000,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第275天,起床,40,刷牙,120,上廁所,120,吃飯,3655,休閒活動,2134,吃飯,2134,休閒活動,3100,休閒活動,3523,上廁所,120,休閒活動,3100,休閒活動,3100,上廁所,120,吃飯,600,休閒活動,3100,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第276天,起床,60,刷牙,200,上廁所,200,吃飯,2467,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3600,上廁所,200,休閒活動,3523,休閒活動,2134,上廁所,200,吃飯,600,休閒活動,2134,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第277天,起床,30,刷牙,900,上廁所,900,吃飯,2300,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,3100,上廁所,900,休閒活動,3600,休閒活動,2345,上廁所,900,吃飯,600,休閒活動,2345,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第278天,起床,36,刷牙,350,上廁所,350,吃飯,3600,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,3230,上廁所,350,休閒活動,3100,休閒活動,2356,上廁所,350,吃飯,600,休閒活動,2356,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第279天,起床,38,刷牙,120,上廁所,120,吃飯,600,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,2000,上廁所,120,休閒活動,3230,休閒活動,3523,上廁所,120,吃飯,600,休閒活動,3523,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第280天,起床,30,刷牙,135,上廁所,135,吃飯,3638,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,3100,上廁所,135,休閒活動,2800,休閒活動,3600,上廁所,135,吃飯,600,休閒活動,3600,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第281天,起床,35,刷牙,120,上廁所,120,吃飯,3655,休閒活動,2000,吃飯,2000,休閒活動,2345,休閒活動,3523,上廁所,120,休閒活動,2000,休閒活動,3100,上廁所,120,吃飯,600,休閒活動,3100,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第282天,起床,32,刷牙,200,上廁所,200,吃飯,3487,休閒活動,3100,吃飯,3100,休閒活動,2356,休閒活動,3600,上廁所,200,休閒活動,3100,休閒活動,3230,上廁所,200,吃飯,600,休閒活動,3230,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第283天,起床,31,刷牙,900,上廁所,900,吃飯,2657,休閒活動,2134,吃飯,2134,休閒活動,3523,休閒活動,3100,上廁所,900,休閒活動,2134,休閒活動,2000,上廁所,900,吃飯,600,休閒活動,2000,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第284天,起床,40,刷牙,350,上廁所,350,吃飯,3655,休閒活動,2345,吃飯,2345,休閒活動,3600,休閒活動,3230,上廁所,350,休閒活動,3523,休閒活動,3100,上廁所,350,吃飯,600,休閒活動,3100,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第285天,起床,60,刷牙,120,上廁所,120,吃飯,2467,休閒活動,2356,吃飯,2356,休閒活動,3100,休閒活動,2800,上廁所,120,休閒活動,3600,休閒活動,3523,上廁所,120,吃飯,600,休閒活動,3523,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第286天,起床,30,刷牙,135,上廁所,135,吃飯,2300,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,2000,上廁所,135,休閒活動,3100,休閒活動,3600,上廁所,135,吃飯,600,休閒活動,3600,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第287天,起床,36,刷牙,120,上廁所,120,吃飯,3638,休閒活動,3600,吃飯,3600,休閒活動,2000,休閒活動,3100,上廁所,120,休閒活動,3230,休閒活動,3100,上廁所,120,吃飯,600,休閒活動,3100,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第288天,起床,38,刷牙,200,上廁所,200,吃飯,3655,休閒活動,3100,吃飯,3100,休閒活動,3100,休閒活動,2134,上廁所,200,休閒活動,2800,休閒活動,3230,上廁所,200,吃飯,600,休閒活動,3230,休閒活動,2800,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第289天,起床,30,刷牙,900,上廁所,900,吃飯,3487,休閒活動,3230,吃飯,3230,休閒活動,3523,休閒活動,3523,上廁所,900,休閒活動,2000,休閒活動,2800,上廁所,900,吃飯,600,休閒活動,2800,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第290天,起床,35,刷牙,350,上廁所,350,吃飯,2657,休閒活動,2000,吃飯,2000,休閒活動,3600,休閒活動,3600,上廁所,350,休閒活動,3100,休閒活動,2000,上廁所,350,吃飯,600,休閒活動,2000,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第291天,起床,32,刷牙,270,上廁所,270,吃飯,3655,休閒活動,3100,吃飯,3100,休閒活動,3100,休閒活動,3100,上廁所,270,休閒活動,2134,休閒活動,3100,上廁所,270,吃飯,600,休閒活動,3100,休閒活動,2134,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第292天,起床,31,刷牙,120,上廁所,120,吃飯,2467,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3230,上廁所,120,休閒活動,2345,休閒活動,2134,上廁所,120,吃飯,600,休閒活動,2134,休閒活動,2345,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第293天,起床,40,刷牙,135,上廁所,135,吃飯,2300,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,2800,上廁所,135,休閒活動,2356,休閒活動,3523,上廁所,135,吃飯,600,休閒活動,3523,休閒活動,2356,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第294天,起床,60,刷牙,120,上廁所,120,吃飯,3600,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,2000,上廁所,120,休閒活動,3523,休閒活動,3600,上廁所,120,吃飯,600,休閒活動,3600,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第295天,起床,30,刷牙,200,上廁所,200,吃飯,3638,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,3100,上廁所,200,休閒活動,3600,休閒活動,3100,上廁所,200,吃飯,600,休閒活動,3100,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第296天,起床,36,刷牙,900,上廁所,900,吃飯,3655,休閒活動,2800,吃飯,2800,休閒活動,2134,休閒活動,2134,上廁所,900,休閒活動,3100,休閒活動,3230,上廁所,900,吃飯,600,休閒活動,3230,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第297天,起床,38,刷牙,350,上廁所,350,吃飯,3487,休閒活動,2000,吃飯,2000,休閒活動,3523,休閒活動,2345,上廁所,350,休閒活動,3230,休閒活動,2800,上廁所,350,吃飯,600,休閒活動,2800,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第298天,起床,50,刷牙,120,上廁所,120,吃飯,2657,休閒活動,3100,吃飯,3100,休閒活動,3600,休閒活動,2356,上廁所,120,休閒活動,2000,休閒活動,2000,上廁所,120,吃飯,600,休閒活動,2000,休閒活動,2000,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第299天,起床,65,刷牙,135,上廁所,135,吃飯,3655,休閒活動,2134,吃飯,2134,休閒活動,3100,休閒活動,3523,上廁所,135,休閒活動,3100,休閒活動,3100,上廁所,135,吃飯,600,休閒活動,3100,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第300天,起床,67,刷牙,120,上廁所,120,吃飯,2467,休閒活動,3523,吃飯,3523,休閒活動,3230,休閒活動,3600,上廁所,120,休閒活動,3523,休閒活動,2134,上廁所,120,吃飯,600,休閒活動,2134,休閒活動,3523,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第301天,起床,50,刷牙,200,上廁所,200,吃飯,2300,休閒活動,3600,吃飯,3600,休閒活動,2800,休閒活動,3100,上廁所,200,休閒活動,3600,休閒活動,2345,上廁所,200,吃飯,600,休閒活動,2345,休閒活動,3600,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第302天,起床,30,刷牙,900,上廁所,900,吃飯,3638,休閒活動,3100,吃飯,3100,休閒活動,2000,休閒活動,3230,上廁所,900,休閒活動,3100,休閒活動,2356,上廁所,900,吃飯,600,休閒活動,2356,休閒活動,3100,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
第303天,起床,30,刷牙,350,上廁所,350,吃飯,3655,休閒活動,3230,吃飯,3230,休閒活動,3100,休閒活動,2000,上廁所,350,休閒活動,3230,休閒活動,3523,上廁所,350,吃飯,600,休閒活動,3523,休閒活動,3230,刷牙,600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600,睡覺,3600
